objectid,title,date,archival_date,president,commencement_address,guest_speakers,location,latitude,longitude,source,identifier,type,format,format_original,language,rights,rightsstatement,filename,display_template,object_location,image_small,image_thumb,cdmid
commencement078,University of Idaho 72nd Commencement Degrees Conferred,1967-06-04,04 June 1967,"Hartung, Dr. Ernest W.","Hartung, Dr. Ernest W.",,Memorial Gymnasium,46.72652,-117.013316,University of Idaho Library Special Collections and Archives,degrees_conferred-1967,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,degrees_conferred-1967.pdf,pdf,https://objects.lib.uidaho.edu/commencement/degrees_conferred-1967.pdf,https://objects.lib.uidaho.edu/commencement/small/degrees_conferred-1967_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/degrees_conferred-1967_sm.jpg,1107
commencement079,University of Idaho 72nd Commencement Candidates for Degrees,1967-06-04,04 June 1967,"Hartung, Dr. Ernest W.","Hartung, Dr. Ernest W.",,Memorial Gymnasium,46.72656074,-117.0139126,University of Idaho Library Special Collections and Archives,uicommencement-1967-06-04,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,uicommencement-1967-06-04.pdf,pdf,https://objects.lib.uidaho.edu/commencement/uicommencement-1967-06-04.pdf,https://objects.lib.uidaho.edu/commencement/small/uicommencement-1967-06-04_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/uicommencement-1967-06-04_sm.jpg,1194
commencement080,University of Idaho 73rd Commencement Degrees Conferred,1968-06-02,02 June 1968,"Hartung, Dr. Ernest W.","Terrell, Dr. W. Glenn",,Memorial Gymnasium,46.72652,-117.013316,University of Idaho Library Special Collections and Archives,degrees_conferred-1968,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,degrees_conferred-1968.pdf,pdf,https://objects.lib.uidaho.edu/commencement/degrees_conferred-1968.pdf,https://objects.lib.uidaho.edu/commencement/small/degrees_conferred-1968_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/degrees_conferred-1968_sm.jpg,1137
commencement081,University of Idaho 73rd Commencement Candidates for Degrees,1968-06-02,02 June 1968,"Hartung, Dr. Ernest W.","Terrell, W. Glenn",,Memorial Gymnasium,46.72656074,-117.0139126,University of Idaho Library Special Collections and Archives,uicommencement-1968-06-02,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,uicommencement-1968-06-02.pdf,pdf,https://objects.lib.uidaho.edu/commencement/uicommencement-1968-06-02.pdf,https://objects.lib.uidaho.edu/commencement/small/uicommencement-1968-06-02_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/uicommencement-1968-06-02_sm.jpg,1206
commencement082,74th Commencement Candidates for Degrees,1969-06-01,01 June 1969,"Hartung, Dr. Ernest W.","Steffens, Dr. H. Walter",,Memorial Gymnasium,46.72652,-117.013316,University of Idaho Library Special Collections and Archives,commencement-1969,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,commencement-1969.pdf,pdf,https://objects.lib.uidaho.edu/commencement/commencement-1969.pdf,https://objects.lib.uidaho.edu/commencement/small/commencement-1969_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/commencement-1969_sm.jpg,1060
commencement083,74th Commencement Degrees Conferred,1969-06-01,01 June 1969,"Hartung, Dr. Ernest W.","Steffens, H. Walter",,Memorial Gymnasium,46.72656074,-117.0139126,University of Idaho Library Special Collections and Archives,uicommencement-1969-06-01,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,uicommencement-1969-06-01.pdf,pdf,https://objects.lib.uidaho.edu/commencement/uicommencement-1969-06-01.pdf,https://objects.lib.uidaho.edu/commencement/small/uicommencement-1969-06-01_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/uicommencement-1969-06-01_sm.jpg,1174
commencement084,75th Commencement Candidates for Degrees,1970-05-31,31 May 1970,"Hartung, Dr. Ernest W.","Hartung, Dr. Ernest W.",,Memorial Gymnasium,46.72652,-117.013316,University of Idaho Library Special Collections and Archives,commencement-1970,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,commencement-1970.pdf,pdf,https://objects.lib.uidaho.edu/commencement/commencement-1970.pdf,https://objects.lib.uidaho.edu/commencement/small/commencement-1970_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/commencement-1970_sm.jpg,1131
commencement085,75th Commencement Degrees Granted,1970-05-31,31 May 1970,"Hartung, Dr. Ernest W.","Hartung, Dr. Ernest W.",,Memorial Gymnasium,46.72652,-117.013316,University of Idaho Library Special Collections and Archives,degrees_granted-1970,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,degrees_granted-1970.pdf,pdf,https://objects.lib.uidaho.edu/commencement/degrees_granted-1970.pdf,https://objects.lib.uidaho.edu/commencement/small/degrees_granted-1970_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/degrees_granted-1970_sm.jpg,1133
commencement086,76th Comencement Degrees Conferred,1971-05-30,30 May 1971,"Hartung, Dr. Ernest W.","Hartung, Dr. Ernest W.",,Memorial Gymnasium,46.72652,-117.013316,University of Idaho Library Special Collections and Archives,degrees_conferred-1971,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,degrees_conferred-1971.pdf,pdf,https://objects.lib.uidaho.edu/commencement/degrees_conferred-1971.pdf,https://objects.lib.uidaho.edu/commencement/small/degrees_conferred-1971_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/degrees_conferred-1971_sm.jpg,1161
commencement087,76th Commencement Candidates for Degrees,1971-05-30,30 May 1971,"Hartung, Dr. Ernest W.","Hartung, Dr. Ernest W.",,Memorial Gymnasium,46.72656074,-117.0139126,University of Idaho Library Special Collections and Archives,uicommencement-1971-05-30,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,uicommencement-1971-05-30.pdf,pdf,https://objects.lib.uidaho.edu/commencement/uicommencement-1971-05-30.pdf,https://objects.lib.uidaho.edu/commencement/small/uicommencement-1971-05-30_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/uicommencement-1971-05-30_sm.jpg,1192
commencement088,77th Commencement Degrees Conferred,1972-05-21,21 May 1972,"Hartung, Dr. Ernest W.","Church, Frank",,Memorial Gymnasium,46.72656074,-117.0139126,University of Idaho Library Special Collections and Archives,uicommencement-1972-05-21,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,uicommencement-1972-05-21.pdf,pdf,https://objects.lib.uidaho.edu/commencement/uicommencement-1972-05-21.pdf,https://objects.lib.uidaho.edu/commencement/small/uicommencement-1972-05-21_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/uicommencement-1972-05-21_sm.jpg,1159
