title,description,date,date_is_approximate,subject,campus_event,event_category,campus_organization,latitude,longitude,donor,publisher-digital,source,identifier,rights,rightsstatement,format_original,type,format,language,cdm_url,cdmid,objectid,display_template,filename,object_location,image_small,image_thumb,errors
Phi Delta Theta house decorations for Homecoming,Phi Delta Theta's house decorations won first prize in the Greek category for Residence Groups Decorations.,1936,yes,decorations (ornaments); fraternity houses,homecoming,greek life,spirit; phi delta theta,46.727722,-117.007945,,University of Idaho Library Digital Initiatives Department,"PG 2, University of Idaho Student Organizations Collection",084-007,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,5.5x3.25 black and white print,image;stillimage,image/jpeg,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/428,428,pg2428,image,pg2428.jpg,https://objects.lib.uidaho.edu/pg2/pg2428.jpg,https://objects.lib.uidaho.edu/pg2/small/pg2428_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg2428_th.jpg,
Kappa Alpha Theta's house decorations for Homecoming,Kappa Alpha Theta's house decorations won first prize in the annual Residence Groups Decorations contest.,1936,yes,decorations (ornaments); sorority houses,homecoming,greek life,spirit; kappa alpha theta,46.72898,-117.007694,,University of Idaho Library Digital Initiatives Department,"PG 2, University of Idaho Student Organizations Collection",084-005,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3.5x3 black and white print,image;stillimage,image/jpeg,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/429,429,pg2429,image,pg2429.jpg,https://objects.lib.uidaho.edu/pg2/pg2429.jpg,https://objects.lib.uidaho.edu/pg2/small/pg2429_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg2429_th.jpg,
Delta Gamma house decorations for Homecoming,Delta Gamma's Homecoming house decorations featured playing cards with names of graduates on the top. The Joker card is decorated with the word Oregon.,1936,yes,decorations (ornaments); sorority houses,homecoming,greek life,spirit; delta gamma,46.728039,-117.008097,,University of Idaho Library Digital Initiatives Department,"PG 2, University of Idaho Student Organizations Collection",084-008,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,7x5 black and white print,image;stillimage,image/jpeg,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/430,430,pg2430,image,pg2430.jpg,https://objects.lib.uidaho.edu/pg2/pg2430.jpg,https://objects.lib.uidaho.edu/pg2/small/pg2430_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg2430_th.jpg,
Alpha Tau Omega house decorations for Homecoming,Alpha Tau Omega's Homecoming house decorations depict a play on Don Quixote by naming the 'hero' Don Duck-ote.,1936,yes,decorations (ornaments); fraternity houses,homecoming,greek life,spirit; alpha tau omega,46.727885,-117.006987,,University of Idaho Library Digital Initiatives Department,"PG 2, University of Idaho Student Organizations Collection",084-009,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,7x5 black and white print,image;stillimage,image/jpeg,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/431,431,pg2431,image,pg2431.jpg,https://objects.lib.uidaho.edu/pg2/pg2431.jpg,https://objects.lib.uidaho.edu/pg2/small/pg2431_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg2431_th.jpg,
Sigma Chi decorations for Homecoming,Sigma Chi house decorations during Homecoming.,1936,yes,decorations (ornaments),homecoming,greek life,spirit; sigma chi,46.726349,-117.007961,,University of Idaho Library Digital Initiatives Department,"PG 2, University of Idaho Student Organizations Collection",084-010,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,7x5 black and white print,image;stillimage,image/jpeg,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/432,432,pg2432,image,pg2432.jpg,https://objects.lib.uidaho.edu/pg2/pg2432.jpg,https://objects.lib.uidaho.edu/pg2/small/pg2432_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg2432_th.jpg,
Alpha Chi Omega house decorations for Homecoming,Alpha Chi Omega's house decorations depict a sign that reads 'Take Time Out Grads and Drop In'. A cutout of a clock with a slice taken out of it like a pizza accompanies the sign.,1936,yes,decorations (ornaments); sorority houses,homecoming,greek life,spirit; alpha chi omega,46.733638,-117.170421,,University of Idaho Library Digital Initiatives Department,"PG 2, University of Idaho Student Organizations Collection",084-011,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,7x5 black and white print,image;stillimage,image/jpeg,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/433,433,pg2433,image,pg2433.jpg,https://objects.lib.uidaho.edu/pg2/pg2433.jpg,https://objects.lib.uidaho.edu/pg2/small/pg2433_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg2433_th.jpg,
"halftime, University of Idaho vs. San Jose State game","Philip Kleffner, ASUI president, holds the microphone while F.L. Bloomquist, Alumni Association President, gives Homecoming queen Clara Armstrong the traditional kiss. Attendants in second row: Sonia Henriksson, Carol Ann Zapp, Lou Ann Olson, and Freda Payne.",1954,yes,group portraits,homecoming,pageants; athletics,football; associated students of the university of idaho,46.726119,-117.018037,University of Idaho. Publications Department,University of Idaho Library Digital Initiatives Department,PG 2 University of Idaho Student Organizations Collection,084-36b,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,10x8 black and white print,image;stillimage,image/jpeg,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/434,434,pg2434,image,pg2434.jpg,https://objects.lib.uidaho.edu/pg2/pg2434.jpg,https://objects.lib.uidaho.edu/pg2/small/pg2434_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg2434_th.jpg,
"Philip Kleffner, F.L. Bloomquist, and Homecoming queen Clara Armstrong at halftime","Philip Kleffner, F.L. Bloomquist, Clara Armstrong and other Homecoming royalty stand on a stage during halftime during the University of Idaho vs. San Jose State football game. Pictured left to right: Philip Kleffner (ASUI president), F.L. Bloomquist (Alumni Association President) and Homecoming queen, Clara Armstrong. Attendants in second row: Sonia Henriksson, Carol Ann Zapp, Lou Ann Olson, and Freda Payne.",1954,yes,group portraits,homecoming,pageants; athletics,football; associated students of the university of idaho,46.726106,-117.017307,University of Idaho. Publications Department,University of Idaho Library Digital Initiatives Department,PG 2 University of Idaho Student Organizations Collection,084-36a,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,10x8 black and white print,image;stillimage,image/jpeg,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/435,435,pg2435,image,pg2435.jpg,https://objects.lib.uidaho.edu/pg2/pg2435.jpg,https://objects.lib.uidaho.edu/pg2/small/pg2435_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg2435_th.jpg,
Unidentified float in the Homecoming parade [01],"Float during the Homecoming parade showcasing the State of Idaho, caption reads ""Here We Have Idaho"".",1960,yes,parades; floats (vehicles),homecoming,pageants; athletics,football; associated students of the university of idaho,46.730653,-117.001346,"University of Idaho. Photography Center. Literal, Arden",University of Idaho Library Digital Initiatives Department,PG 2 University of Idaho Student Organizations Collection,084-40,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,10x8 black and white print,image;stillimage,image/jpeg,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/436,436,pg2436,image,pg2436.jpg,https://objects.lib.uidaho.edu/pg2/pg2436.jpg,https://objects.lib.uidaho.edu/pg2/small/pg2436_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg2436_th.jpg,
Ethel Steel and Campus Club float in the Homecoming parade,"An unidentified float in front of Seaboard Loans, Coast to Coast, and Varsity Cafe during the Homecoming parade. The side of the float reads 'Confucius Say, Idaho Win Today'.",1960,yes,parades; floats (vehicles),homecoming,parades,ethel steel house; campus club,46.730863,-117.001372,"University of Idaho. Photography Center. Literal, Arden",University of Idaho Library Digital Initiatives Department,PG 2 University of Idaho Student Organizations Collection,084-41,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,10x8 black and white print,image;stillimage,image/jpeg,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/437,437,pg2437,image,pg2437.jpg,https://objects.lib.uidaho.edu/pg2/pg2437.jpg,https://objects.lib.uidaho.edu/pg2/small/pg2437_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg2437_th.jpg,
Kappa Sigma's 'United Nations Women's Auxiliary Drill Team' in the Homecoming parade [01],Kappa Sigma members participate in the Homecoming parade parodying as women wearing handkerchiefs and skirts.,1960,yes,parades; floats (vehicles); fraternities,homecoming,parades,kappa sigma,46.730495,-117.001365,"University of Idaho. Photography Center. Literal, Arden",University of Idaho Library Digital Initiatives Department,PG 2 University of Idaho Student Organizations Collection,084-44,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,10x8 black and white print,image;stillimage,image/jpeg,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/438,438,pg2438,image,pg2438.jpg,https://objects.lib.uidaho.edu/pg2/pg2438.jpg,https://objects.lib.uidaho.edu/pg2/small/pg2438_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg2438_th.jpg,
Kappa Kappa Gamma and Phi Kappa Tau winning float in the Homecoming parade,The Kappa Kappa Gamma and Phi Kappa Tau winning float during the Homecoming parade. The caption reads 'Don't Gillette Us Down'.,1960,yes,parades; floats (vehicles); fraternities,homecoming,parades,kappa kappa gamma; phi kappa tau,46.73111,-117.001359,"University of Idaho. Photography Center. Literal, Arden",University of Idaho Library Digital Initiatives Department,PG 2 University of Idaho Student Organizations Collection,084-43,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,10x8 black and white print,image;stillimage,image/jpeg,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/439,439,pg2439,image,pg2439.jpg,https://objects.lib.uidaho.edu/pg2/pg2439.jpg,https://objects.lib.uidaho.edu/pg2/small/pg2439_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg2439_th.jpg,
